SEQN,RIDAGEMN,RIDRETH1,DMDEDUC2,DMDMARTL
49683,163,1,NA,NA
49684,472,3,2,1
49685,91,3,NA,NA
49686,514,3,2,1
49687,106,4,NA,NA
49688,378,3,5,5
49689,666,3,4,1
49690,171,4,NA,NA
49691,37,4,NA,NA
49692,21,1,NA,NA
49693,259,1,4,1
49694,236,3,NA,NA
49695,214,4,NA,NA
49696,408,3,4,3
49697,267,3,3,5
49698,735,2,5,3
49699,578,3,3,3
49700,548,3,2,1
49701,76,3,NA,NA
49702,NA,3,5,2
49703,178,1,NA,NA
49704,828,3,1,1
49705,811,3,5,2
49706,88,4,NA,NA
49707,943,3,4,2
49708,643,4,3,6
49709,662,3,2,1
49710,136,4,NA,NA
49711,834,4,1,4
49712,183,1,NA,NA
49713,425,4,5,3
49714,83,2,NA,NA
49715,223,3,NA,NA
49716,14,3,NA,NA
49717,85,4,NA,NA
49718,133,2,NA,NA
49719,788,4,2,1
49720,3,4,NA,NA
49721,769,4,3,4
49722,221,1,NA,NA
49723,845,3,5,1
49724,58,3,NA,NA
49725,678,5,3,1
49726,23,2,NA,NA
49727,283,1,3,5
49728,882,3,3,1
49729,134,3,NA,NA
49730,177,1,NA,NA
49731,524,2,3,5
49732,690,5,2,1
49733,363,3,4,5
49734,56,1,NA,NA
49735,650,3,3,1
49736,865,2,3,1
49737,750,1,2,1
49738,252,3,4,5
49739,392,3,2,1
49740,262,2,4,6
49741,850,2,2,1
49742,616,1,2,6
49743,706,2,5,1
49744,471,3,2,1
49745,951,3,4,1
49746,921,3,3,3
49747,289,4,4,5
49748,433,3,5,1
49749,729,5,5,1
49750,3,3,NA,NA
49751,588,2,5,1
49752,865,3,3,1
49753,36,1,NA,NA
49754,842,4,1,5
49755,144,3,NA,NA
49756,36,4,NA,NA
49757,638,4,5,6
49758,831,3,3,1
49759,542,1,5,1
49760,20,3,NA,NA
49761,4,3,NA,NA
49762,532,3,4,1
49763,264,3,3,3
49764,933,3,3,1
49765,160,1,NA,NA
49766,121,1,NA,NA
49767,654,2,1,5
49768,439,3,4,1
49769,54,3,NA,NA
49770,923,1,1,3
49771,220,4,NA,NA
49772,NA,3,3,2
49773,694,3,5,3
49774,6,1,NA,NA
49775,276,1,2,5
49776,61,1,NA,NA
49777,503,3,3,3
49778,141,4,NA,NA
49779,54,5,NA,NA
49780,24,1,NA,NA
49781,554,4,4,6
49782,569,3,3,1
49783,425,4,4,3
49784,396,2,2,6
49785,NA,3,4,2
49786,393,3,5,1
49787,195,1,NA,NA
49788,503,3,3,1
49789,180,4,NA,NA
49790,333,4,5,1
49791,124,3,NA,NA
49792,652,3,4,1
49793,25,3,NA,NA
49794,10,2,NA,NA
49795,774,4,3,2
49796,560,2,4,1
49797,149,1,NA,NA
49798,153,4,NA,NA
49799,829,3,1,2
49800,27,1,NA,NA
49801,NA,3,5,5
49802,246,1,4,5
49803,NA,3,3,1
49804,NA,3,1,1
49805,529,4,2,3
49806,369,3,5,1
49807,103,4,NA,NA
49808,54,4,NA,NA
49809,30,3,NA,NA
49810,876,3,5,1
49811,414,3,3,1
49812,205,2,NA,NA
49813,558,5,3,1
49814,574,3,3,1
49815,937,3,1,1
49816,NA,3,2,1
49817,389,4,5,5
49818,701,1,4,1
49819,450,3,4,3
49820,177,4,NA,NA
49821,865,4,1,2
49822,19,4,NA,NA
49823,1,1,NA,NA
49824,9,3,NA,NA
49825,823,3,3,1
49826,110,1,NA,NA
49827,919,3,1,1
49828,521,4,2,1
49829,71,1,NA,NA
49830,32,3,NA,NA
49831,53,1,NA,NA
49832,583,3,5,1
49833,390,1,1,1
49834,558,2,2,5
49835,145,1,NA,NA
49836,6,2,NA,NA
49837,263,1,4,5
49838,658,1,3,6
49839,12,4,NA,NA
49840,485,4,5,1
49841,NA,3,5,1
49842,69,3,NA,NA
49843,877,1,1,2
49844,739,1,1,1
49845,1,3,NA,NA
49846,175,1,NA,NA
49847,873,3,1,3
49848,242,3,2,6
49849,737,1,3,1
49850,4,3,NA,NA
49851,68,1,NA,NA
49852,121,4,NA,NA
49853,809,4,3,1
49854,78,4,NA,NA
49855,40,1,NA,NA
49856,820,4,2,6
49857,718,2,1,1
49858,493,1,1,1
49859,247,2,2,5
49860,NA,2,1,1
49861,15,3,NA,NA
49862,117,4,NA,NA
49863,294,5,4,5
49864,112,4,NA,NA
49865,189,3,NA,NA
49866,450,4,3,5
49867,221,2,NA,NA
49868,483,5,5,1
49869,31,4,NA,NA
49870,599,3,5,1
49871,760,3,2,1
49872,265,3,4,5
49873,705,3,4,1
49874,445,3,4,1
49875,685,4,2,6
49876,NA,3,4,2
49877,60,3,NA,NA
49878,549,3,4,3
49879,704,3,4,1
49880,944,3,3,1
49881,150,5,NA,NA
49882,NA,3,3,2
49883,53,3,NA,NA
49884,735,1,4,1
49885,392,1,4,6
49886,435,3,4,1
49887,629,2,3,1
49888,596,2,2,1
49889,109,3,NA,NA
49890,652,4,2,3
49891,543,3,2,6
49892,201,4,NA,NA
49893,452,3,5,1
49894,202,1,NA,NA
49895,895,3,5,1
49896,349,2,1,5
49897,356,4,3,5
49898,7,3,NA,NA
49899,NA,3,5,5
49900,NA,3,5,3
49901,768,3,3,1
49902,306,4,5,5
49903,592,3,3,6
49904,240,5,4,5
49905,453,4,5,1
49906,878,3,1,1
49907,434,3,5,1
49908,8,1,NA,NA
49909,618,3,2,5
49910,340,1,4,5
49911,144,3,NA,NA
49912,902,3,3,1
49913,58,3,NA,NA
49914,121,1,NA,NA
49915,139,3,NA,NA
49916,507,4,4,1
49917,594,1,3,6
49918,180,2,NA,NA
49919,393,3,3,3
49920,730,1,5,1
49921,555,1,2,3
49922,103,4,NA,NA
49923,202,5,NA,NA
49924,931,1,1,1
49925,463,3,5,1
49926,152,5,NA,NA
49927,97,2,NA,NA
49928,575,3,2,6
49929,66,1,NA,NA
49930,135,3,NA,NA
49931,110,4,NA,NA
49932,853,2,5,1
49933,148,1,NA,NA
49934,NA,4,1,1
49935,246,4,4,5
49936,414,3,3,1
49937,169,4,NA,NA
49938,NA,4,3,2
49939,183,1,NA,NA
49940,218,3,NA,NA
49941,210,1,NA,NA
49942,69,3,NA,NA
49943,589,3,2,1
49944,758,1,3,2
49945,698,3,4,1
49946,353,3,3,3
49947,848,4,2,2
49948,NA,3,2,2
49949,18,3,NA,NA
49950,197,1,NA,NA
49951,122,4,NA,NA
49952,169,1,NA,NA
49953,517,3,3,1
49954,35,3,NA,NA
49955,260,3,3,5
49956,537,3,3,3
49957,732,3,4,1
49958,152,4,NA,NA
49959,32,3,NA,NA
49960,49,3,NA,NA
49961,609,4,3,5
49962,198,3,NA,NA
49963,595,3,3,1
49964,36,4,NA,NA
49965,14,1,NA,NA
49966,17,1,NA,NA
49967,468,3,5,1
49968,16,3,NA,NA
49969,375,1,1,5
49970,444,1,1,1
49971,717,3,3,1
49972,23,3,NA,NA
49973,775,3,4,1
49974,671,2,3,6
49975,335,2,1,5
49976,846,4,3,3
49977,18,1,NA,NA
49978,451,5,4,1
49979,2,1,NA,NA
49980,167,3,NA,NA
49981,462,1,5,1
49982,170,2,NA,NA
49983,5,1,NA,NA
49984,34,2,NA,NA
49985,922,3,3,2
49986,757,2,5,3
49987,402,4,4,1
49988,424,4,2,5
49989,100,4,NA,NA
49990,391,4,3,5
49991,390,4,3,5
49992,141,3,NA,NA
49993,905,4,3,2
49994,37,1,NA,NA
49995,854,5,5,1
49996,738,1,1,4
49997,361,1,3,5
49998,397,5,5,1
49999,153,4,NA,NA
50000,560,3,5,3
50001,660,3,3,1
50002,553,4,4,3
50003,33,3,NA,NA
50004,NA,4,3,1
50005,542,2,2,1
50006,351,3,5,5
50007,722,5,5,1
50008,10,1,NA,NA
50009,133,1,NA,NA
50010,27,4,NA,NA
50011,165,4,NA,NA
50012,442,1,3,1
50013,295,4,4,1
50014,411,1,5,1
50015,750,3,1,1
50016,22,2,NA,NA
50017,356,3,4,1
50018,105,3,NA,NA
50019,229,2,NA,NA
50020,11,1,NA,NA
50021,NA,3,3,1
50022,37,4,NA,NA
50023,750,3,5,3
50024,317,1,4,1
50025,510,3,5,1
50026,736,4,4,1
50027,139,5,NA,NA
50028,393,3,4,3
50029,784,1,1,2
50030,95,4,NA,NA
50031,942,2,1,2
50032,138,3,NA,NA
50033,183,4,NA,NA
50034,7,3,NA,NA
50035,335,2,1,1
50036,710,3,5,1
50037,888,3,3,2
50038,613,3,4,3
50039,649,1,3,1
50040,679,3,5,1
50041,827,3,5,1
50042,161,2,NA,NA
50043,922,3,1,1
50044,896,3,2,1
50045,51,3,NA,NA
50046,146,1,NA,NA
50047,39,3,NA,NA
50048,526,4,2,4
50049,625,4,2,3
50050,761,3,3,1
50051,846,3,3,1
50052,768,3,4,1
50053,464,3,3,3
50054,517,3,4,1
50055,952,4,2,2
50056,389,2,3,1
50057,616,3,5,3
50058,721,3,5,1
50059,628,2,1,5
50060,NA,3,5,1
50061,11,3,NA,NA
50062,287,4,3,6
50063,11,1,NA,NA
50064,226,4,NA,NA
50065,389,4,2,1
50066,137,1,NA,NA
50067,889,3,5,1
50068,1,1,NA,NA
50069,230,1,NA,NA
50070,614,3,2,4
50071,43,1,NA,NA
50072,771,5,5,1
50073,63,1,NA,NA
50074,803,1,3,3
50075,89,3,NA,NA
50076,88,1,NA,NA
50077,121,1,NA,NA
50078,229,2,NA,NA
50079,620,3,2,5
50080,60,3,NA,NA
50081,57,1,NA,NA
50082,106,3,NA,NA
50083,247,1,2,5
50084,NA,3,3,1
50085,559,3,5,6
50086,275,3,2,5
50087,432,2,2,6
50088,44,3,NA,NA
50089,151,1,NA,NA
50090,468,3,5,1
50091,108,3,NA,NA
50092,101,4,NA,NA
50093,944,3,2,1
50094,493,3,2,1
50095,3,1,NA,NA
50096,606,4,2,5
50097,168,3,NA,NA
50098,435,4,4,1
50099,502,3,4,3
50100,NA,3,3,1
50101,874,3,3,5
50102,873,4,2,1
50103,221,4,NA,NA
50104,184,3,NA,NA
50105,130,3,NA,NA
50106,70,3,NA,NA
50107,279,4,4,5
50108,620,3,4,1
50109,904,3,1,1
50110,580,1,1,1
50111,685,1,3,1
50112,NA,4,1,1
50113,NA,3,3,1
50114,3,3,NA,NA
50115,64,4,NA,NA
50116,571,3,5,1
50117,31,5,NA,NA
50118,216,4,NA,NA
50119,562,3,4,3
50120,51,4,NA,NA
50121,814,4,2,5
50122,734,3,4,1
50123,88,3,NA,NA
50124,8,1,NA,NA
50125,236,3,NA,NA
50126,48,1,NA,NA
50127,33,2,NA,NA
50128,326,3,4,1
50129,586,3,1,1
50130,16,3,NA,NA
50131,611,4,4,5
50132,157,3,NA,NA
50133,914,3,2,1
50134,14,5,NA,NA
50135,624,1,5,1
50136,230,3,NA,NA
50137,539,3,4,1
50138,677,4,3,1
50139,350,3,2,1
50140,909,1,2,2
50141,112,2,NA,NA
50142,662,2,5,1
50143,143,1,NA,NA
50144,878,3,4,1
50145,97,3,NA,NA
50146,455,1,1,5
50147,468,4,3,1
50148,232,3,NA,NA
50149,130,3,NA,NA
50150,230,3,NA,NA
50151,625,1,1,1
50152,816,4,4,3
50153,222,3,NA,NA
50154,283,2,2,5
50155,447,4,4,1
50156,55,4,NA,NA
50157,531,2,4,1
50158,31,3,NA,NA
50159,12,1,NA,NA
50160,9,3,NA,NA
50161,73,4,NA,NA
50162,252,3,4,1
50163,319,3,5,5
50164,13,3,NA,NA
50165,668,4,3,1
50166,363,2,2,4
50167,505,1,1,1
50168,110,3,NA,NA
50169,812,4,4,1
50170,759,2,1,5
50171,213,1,NA,NA
50172,13,3,NA,NA
50173,424,1,3,1
50174,293,3,2,5
50175,695,3,3,3
50176,20,2,NA,NA
50177,381,2,4,1
50178,328,3,5,6
50179,345,3,4,5
50180,16,2,NA,NA
50181,320,3,5,5
50182,706,2,4,1
50183,223,3,NA,NA
50184,103,3,NA,NA
50185,843,4,5,2
50186,355,1,4,4
50187,723,2,1,1
50188,84,2,NA,NA
50189,622,3,4,1
50190,439,5,5,1
50191,205,1,NA,NA
50192,91,4,NA,NA
50193,475,1,2,1
50194,734,1,1,1
50195,656,3,5,1
50196,801,5,3,3
50197,123,3,NA,NA
50198,487,3,2,6
50199,261,4,5,5
50200,58,4,NA,NA
50201,650,1,4,4
50202,569,3,4,3
50203,7,3,NA,NA
50204,6,1,NA,NA
50205,463,4,2,5
50206,382,3,2,5
50207,193,3,NA,NA
50208,707,3,1,5
50209,206,4,NA,NA
50210,380,1,1,1
50211,562,1,4,2
50212,643,3,3,1
50213,673,3,4,2
50214,446,3,4,1
50215,216,4,NA,NA
50216,252,2,3,5
50217,81,4,NA,NA
50218,551,3,4,1
50219,464,2,5,4
50220,15,4,NA,NA
50221,642,2,1,1
50222,437,3,3,6
50223,207,2,NA,NA
50224,133,1,NA,NA
50225,432,3,4,1
50226,585,3,4,6
50227,4,3,NA,NA
50228,869,2,1,1
50229,633,4,5,4
50230,159,4,NA,NA
50231,159,4,NA,NA
50232,430,3,3,5
50233,NA,3,5,1
50234,123,1,NA,NA
50235,53,2,NA,NA
50236,532,3,3,5
50237,110,2,NA,NA
50238,615,3,4,5
50239,421,1,1,6
50240,714,4,4,3
50241,725,4,2,1
50242,19,4,NA,NA
50243,516,3,4,1
50244,585,2,3,1
50245,474,3,2,1
50246,34,4,NA,NA
50247,474,3,5,3
50248,412,4,3,5
50249,224,4,NA,NA
50250,41,1,NA,NA
50251,940,3,4,1
50252,876,3,4,1
50253,282,3,3,5
50254,29,4,NA,NA
50255,322,1,4,1
50256,172,1,NA,NA
50257,107,2,NA,NA
50258,501,3,4,1
50259,139,1,NA,NA
50260,625,3,3,1
50261,31,2,NA,NA
50262,23,1,NA,NA
50263,64,2,NA,NA
50264,176,4,NA,NA
50265,854,5,2,2
50266,919,3,2,1
50267,620,3,4,6
50268,3,3,NA,NA
50269,218,3,NA,NA
50270,426,5,2,3
50271,237,2,NA,NA
50272,94,3,NA,NA
50273,239,3,NA,NA
50274,793,2,4,5
50275,751,5,2,2
50276,740,4,3,2
50277,627,3,5,1
50278,761,4,4,1
50279,695,4,3,1
50280,705,2,5,1
50281,6,1,NA,NA
50282,394,5,1,5
50283,77,4,NA,NA
50284,47,1,NA,NA
50285,50,3,NA,NA
50286,35,4,NA,NA
50287,33,3,NA,NA
50288,121,3,NA,NA
50289,131,3,NA,NA
50290,527,3,3,3
50291,123,3,NA,NA
50292,433,3,3,6
50293,402,3,4,1
50294,703,3,3,1
50295,232,1,NA,NA
50296,88,1,NA,NA
50297,53,1,NA,NA
50298,200,2,NA,NA
50299,18,1,NA,NA
50300,785,3,5,1
50301,281,5,5,5
50302,484,4,4,1
50303,780,3,3,2
50304,361,3,4,1
50305,5,2,NA,NA
50306,9,1,NA,NA
50307,93,4,NA,NA
50308,492,2,5,3
50309,67,4,NA,NA
50310,133,1,NA,NA
50311,176,1,NA,NA
50312,228,4,NA,NA
50313,180,1,NA,NA
50314,108,1,NA,NA
50315,46,3,NA,NA
50316,244,3,4,5
50317,119,4,NA,NA
50318,160,2,NA,NA
50319,728,4,4,1
50320,27,3,NA,NA
50321,719,3,4,1
50322,557,3,4,1
50323,NA,3,2,2
50324,824,1,3,1
50325,117,3,NA,NA
50326,1,1,NA,NA
50327,554,4,3,5
50328,54,2,NA,NA
50329,348,5,2,1
50330,168,1,NA,NA
50331,31,2,NA,NA
50332,724,4,3,3
50333,822,4,3,1
50334,345,3,5,5
50335,850,3,5,3
50336,274,1,2,6
50337,417,5,5,1
50338,245,2,4,5
50339,55,5,NA,NA
50340,822,5,1,2
50341,913,3,3,1
50342,NA,5,2,2
50343,16,3,NA,NA
50344,202,4,NA,NA
50345,32,3,NA,NA
50346,NA,3,4,2
50347,529,4,4,5
50348,321,4,4,1
50349,303,2,1,1
50350,14,1,NA,NA
50351,264,4,4,5
50352,123,3,NA,NA
50353,189,3,NA,NA
50354,780,3,4,5
50355,580,1,2,1
50356,222,4,NA,NA
50357,523,3,4,5
50358,583,3,5,3
50359,298,4,2,6
50360,17,4,NA,NA
50361,123,3,NA,NA
50362,806,1,5,1
50363,26,2,NA,NA
50364,559,4,4,5
50365,770,3,3,1
50366,30,3,NA,NA
50367,20,4,NA,NA
50368,14,4,NA,NA
50369,930,4,2,5
50370,627,4,3,5
50371,14,2,NA,NA
50372,197,3,NA,NA
50373,254,3,4,5
50374,831,4,4,3
50375,856,3,2,1
50376,591,3,2,1
50377,497,3,3,3
50378,346,2,4,3
50379,475,3,3,1
50380,914,3,4,1
50381,608,3,2,4
50382,64,4,NA,NA
50383,898,3,4,1
50384,119,1,NA,NA
50385,848,3,3,2
50386,487,1,1,6
50387,29,2,NA,NA
50388,12,2,NA,NA
50389,91,1,NA,NA
50390,891,1,1,2
50391,453,1,4,1
50392,461,2,2,5
50393,202,2,NA,NA
50394,158,3,NA,NA
50395,9,4,NA,NA
50396,569,1,3,1
50397,198,3,NA,NA
50398,128,3,NA,NA
50399,4,1,NA,NA
50400,95,3,NA,NA
50401,351,1,4,1
50402,171,2,NA,NA
50403,98,3,NA,NA
50404,201,3,NA,NA
50405,144,3,NA,NA
50406,492,1,4,6
50407,33,1,NA,NA
50408,93,3,NA,NA
50409,93,3,NA,NA
50410,396,3,1,1
50411,890,3,3,1
50412,484,3,3,5
50413,347,1,3,1
50414,7,1,NA,NA
50415,758,4,2,3
50416,201,2,NA,NA
50417,139,3,NA,NA
50418,836,4,1,3
50419,765,4,2,3
50420,308,3,3,5
50421,205,1,NA,NA
50422,89,3,NA,NA
50423,722,3,3,1
50424,852,3,3,1
50425,93,2,NA,NA
50426,245,1,3,1
50427,139,1,NA,NA
50428,NA,3,4,5
50429,758,3,2,1
50430,654,5,5,1
50431,948,4,1,1
50432,NA,3,4,1
50433,475,1,1,4
50434,348,3,3,1
50435,179,1,NA,NA
50436,325,3,4,6
50437,821,3,1,1
50438,378,3,4,6
50439,616,1,2,1
50440,18,1,NA,NA
50441,NA,4,1,1
50442,14,3,NA,NA
50443,468,4,4,1
50444,666,3,5,1
50445,96,4,NA,NA
50446,294,1,1,1
50447,29,3,NA,NA
50448,327,2,4,6
50449,30,3,NA,NA
50450,793,4,4,2
50451,74,3,NA,NA
50452,42,4,NA,NA
50453,320,3,2,1
50454,589,4,5,5
50455,77,4,NA,NA
50456,247,3,4,5
50457,698,3,3,3
50458,354,2,4,1
50459,45,4,NA,NA
50460,132,1,NA,NA
50461,105,3,NA,NA
50462,65,3,NA,NA
50463,703,1,1,2
50464,446,3,5,3
50465,193,4,NA,NA
50466,769,4,4,1
50467,6,1,NA,NA
50468,24,2,NA,NA
50469,4,2,NA,NA
50470,98,4,NA,NA
50471,100,1,NA,NA
50472,128,1,NA,NA
50473,482,1,2,1
50474,458,2,3,1
50475,72,1,NA,NA
50476,221,2,NA,NA
50477,636,3,3,1
50478,618,3,4,1
50479,675,1,5,5
50480,NA,3,3,2
50481,728,2,3,3
50482,NA,4,3,2
50483,159,4,NA,NA
50484,769,3,4,1
50485,NA,3,1,2
50486,129,1,NA,NA
50487,655,1,2,1
50488,438,4,3,6
50489,623,3,3,6
50490,90,2,NA,NA
50491,783,5,3,1
50492,513,4,2,6
50493,NA,3,2,5
50494,108,4,NA,NA
50495,572,3,3,6
50496,224,3,NA,NA
50497,291,3,4,5
50498,925,3,4,1
50499,NA,3,5,2
50500,377,4,3,5
50501,142,3,NA,NA
50502,88,3,NA,NA
50503,321,3,1,1
50504,490,3,3,3
50505,740,3,5,1
50506,434,3,3,1
50507,894,2,5,1
50508,671,4,3,1
50509,748,4,4,5
50510,426,3,5,5
50511,153,2,NA,NA
50512,583,3,3,1
50513,4,1,NA,NA
50514,888,3,2,1
50515,32,3,NA,NA
50516,132,2,NA,NA
50517,766,3,4,1
50518,73,1,NA,NA
50519,191,1,NA,NA
50520,262,5,5,5
50521,178,4,NA,NA
50522,487,5,5,1
50523,541,3,4,1
50524,220,3,NA,NA
50525,116,2,NA,NA
50526,937,1,1,1
50527,151,3,NA,NA
50528,NA,3,3,3
50529,951,3,2,2
50530,398,4,3,4
50531,NA,3,4,1
50532,686,3,5,6
50533,70,3,NA,NA
50534,587,1,3,6
50535,661,4,3,3
50536,912,5,1,1
50537,NA,2,5,2
50538,682,1,1,1
50539,295,2,4,5
50540,189,2,NA,NA
50541,230,4,NA,NA
50542,142,4,NA,NA
50543,424,2,3,1
50544,553,3,2,5
50545,863,3,3,3
50546,772,2,5,2
50547,4,2,NA,NA
50548,682,5,3,3
50549,848,1,1,1
50550,27,4,NA,NA
50551,922,3,3,1
50552,614,3,2,3
50553,100,1,NA,NA
50554,750,4,5,3
50555,162,4,NA,NA
50556,717,4,3,3
50557,635,2,5,1
50558,959,1,1,1
50559,908,3,3,1
50560,NA,3,4,2
50561,646,3,4,1
50562,68,3,NA,NA
50563,1,4,NA,NA
50564,375,4,4,6
50565,850,4,3,1
50566,29,4,NA,NA
50567,465,3,4,5
50568,2,1,NA,NA
50569,97,4,NA,NA
50570,616,1,3,1
50571,774,4,3,1
50572,NA,3,2,2
50573,67,4,NA,NA
50574,66,4,NA,NA
50575,131,3,NA,NA
50576,79,2,NA,NA
50577,790,3,5,1
50578,305,1,2,6
50579,140,1,NA,NA
50580,500,3,4,1
50581,189,5,NA,NA
50582,532,1,4,1
50583,NA,3,5,2
50584,448,3,4,1
50585,NA,3,3,1
50586,131,3,NA,NA
50587,762,2,1,1
50588,59,3,NA,NA
50589,274,2,3,6
50590,436,1,4,2
50591,453,3,5,1
50592,409,1,2,1
50593,633,3,2,1
50594,92,4,NA,NA
50595,691,3,4,1
50596,471,3,2,1
50597,89,4,NA,NA
50598,16,1,NA,NA
50599,173,2,NA,NA
50600,91,2,NA,NA
50601,8,2,NA,NA
50602,564,4,3,1
50603,750,3,2,1
50604,78,1,NA,NA
50605,779,4,4,1
50606,666,3,4,3
50607,237,1,NA,NA
50608,682,3,2,1
50609,602,3,3,3
50610,97,4,NA,NA
50611,367,1,1,1
50612,8,1,NA,NA
50613,36,5,NA,NA
50614,225,1,NA,NA
50615,649,3,3,1
50616,11,1,NA,NA
50617,22,3,NA,NA
50618,26,2,NA,NA
50619,481,2,4,5
50620,83,2,NA,NA
50621,28,4,NA,NA
50622,218,4,NA,NA
50623,28,1,NA,NA
50624,608,3,3,1
50625,729,2,4,1
50626,238,2,NA,NA
50627,332,4,5,5
50628,498,3,1,1
50629,565,3,3,1
50630,92,2,NA,NA
50631,125,3,NA,NA
50632,94,4,NA,NA
50633,537,4,4,3
50634,261,2,2,5
50635,757,2,1,1
50636,424,4,3,1
50637,NA,3,4,2
50638,800,1,1,1
50639,20,1,NA,NA
50640,85,1,NA,NA
50641,779,1,1,6
50642,232,2,NA,NA
50643,44,3,NA,NA
50644,637,4,2,4
50645,403,3,4,3
50646,311,3,4,5
50647,584,3,5,1
50648,219,1,NA,NA
50649,467,3,3,1
50650,837,2,1,1
50651,699,4,4,4
50652,657,3,5,1
50653,10,2,NA,NA
50654,433,1,2,1
50655,354,4,4,1
50656,555,2,2,1
50657,393,4,4,6
50658,900,3,4,2
50659,847,3,5,3
50660,429,3,5,5
50661,219,3,NA,NA
50662,82,4,NA,NA
50663,441,1,5,1
50664,613,3,2,1
50665,668,4,3,1
50666,497,3,3,1
50667,570,4,4,6
50668,171,4,NA,NA
50669,664,3,4,1
50670,7,4,NA,NA
50671,201,3,NA,NA
50672,605,1,4,1
50673,369,5,2,1
50674,896,4,2,1
50675,56,3,NA,NA
50676,775,3,2,1
50677,513,4,4,3
50678,730,1,1,1
50679,899,3,3,2
50680,24,4,NA,NA
50681,136,4,NA,NA
50682,496,3,5,1
50683,96,1,NA,NA
50684,485,1,1,6
50685,74,3,NA,NA
50686,66,3,NA,NA
50687,447,3,5,1
50688,528,3,4,6
50689,509,3,2,6
50690,674,2,3,1
50691,537,3,3,1
50692,244,3,2,6
50693,278,2,2,5
50694,66,3,NA,NA
50695,646,5,3,1
50696,846,4,4,1
50697,420,4,5,5
50698,812,2,3,1
50699,264,1,3,4
50700,333,1,2,1
50701,87,1,NA,NA
50702,486,1,3,1
50703,739,1,1,1
50704,28,4,NA,NA
50705,384,3,4,1
50706,124,4,NA,NA
50707,229,4,NA,NA
50708,80,5,NA,NA
50709,515,5,5,1
50710,NA,3,4,1
50711,834,2,1,4
50712,720,3,5,1
50713,531,2,2,1
50714,737,1,4,1
50715,385,3,4,1
50716,562,1,3,1
50717,111,4,NA,NA
50718,534,1,5,1
50719,184,2,NA,NA
50720,64,3,NA,NA
50721,69,1,NA,NA
50722,467,3,4,6
50723,938,2,2,2
50724,502,3,5,1
50725,179,1,NA,NA
50726,767,3,3,3
50727,767,4,1,3
50728,31,4,NA,NA
50729,64,3,NA,NA
50730,764,5,1,3
50731,76,1,NA,NA
50732,484,4,4,1
50733,825,3,5,1
50734,391,3,4,1
50735,60,1,NA,NA
50736,395,3,5,1
50737,201,4,NA,NA
50738,245,3,4,5
50739,218,4,NA,NA
50740,923,3,3,1
50741,42,2,NA,NA
50742,2,1,NA,NA
50743,97,3,NA,NA
50744,41,3,NA,NA
50745,120,3,NA,NA
50746,206,1,NA,NA
50747,637,4,2,1
50748,293,3,4,5
50749,157,3,NA,NA
50750,796,2,2,5
50751,55,4,NA,NA
50752,844,3,4,6
50753,202,4,NA,NA
50754,748,1,3,1
50755,908,3,3,1
50756,121,2,NA,NA
50757,265,4,4,5
50758,86,1,NA,NA
50759,NA,3,3,2
50760,0,1,NA,NA
50761,192,2,NA,NA
50762,862,3,2,1
50763,171,1,NA,NA
50764,402,3,3,1
50765,768,4,1,1
50766,675,4,4,5
50767,404,3,3,6
50768,NA,3,4,2
50769,223,1,NA,NA
50770,522,4,3,4
50771,801,3,5,3
50772,142,1,NA,NA
50773,366,1,2,6
50774,791,3,5,5
50775,184,5,NA,NA
50776,176,1,NA,NA
50777,427,3,2,1
50778,483,1,1,1
50779,838,4,1,2
50780,710,4,3,1
50781,774,3,4,1
50782,21,1,NA,NA
50783,35,2,NA,NA
50784,401,3,3,1
50785,725,4,4,5
50786,458,1,2,1
50787,723,4,2,1
50788,846,3,5,1
50789,396,2,2,5
50790,879,3,5,1
50791,60,4,NA,NA
50792,NA,4,1,5
50793,341,3,4,1
50794,647,3,4,1
50795,36,2,NA,NA
50796,131,2,NA,NA
50797,3,1,NA,NA
50798,218,1,NA,NA
50799,136,4,NA,NA
50800,218,4,NA,NA
50801,157,3,NA,NA
50802,182,1,NA,NA
50803,172,2,NA,NA
50804,30,3,NA,NA
50805,85,3,NA,NA
50806,795,4,2,1
50807,296,1,3,5
50808,125,1,NA,NA
50809,NA,3,1,1
50810,753,4,5,1
50811,307,4,3,1
50812,74,3,NA,NA
50813,674,3,1,1
50814,440,2,5,1
50815,199,1,NA,NA
50816,461,4,4,5
50817,120,3,NA,NA
50818,108,1,NA,NA
50819,286,3,3,1
50820,849,1,1,1
50821,40,1,NA,NA
50822,187,2,NA,NA
50823,659,3,1,2
50824,97,1,NA,NA
50825,120,3,NA,NA
50826,279,3,3,1
50827,817,4,2,2
50828,181,4,NA,NA
50829,18,2,NA,NA
50830,380,3,4,1
50831,605,2,1,1
50832,NA,3,1,2
50833,727,2,1,2
50834,118,4,NA,NA
50835,901,3,4,1
50836,9,4,NA,NA
50837,610,3,5,1
50838,NA,1,1,2
50839,105,1,NA,NA
50840,16,4,NA,NA
50841,332,2,4,6
50842,457,2,4,1
50843,46,1,NA,NA
50844,85,1,NA,NA
50845,462,4,4,1
50846,107,4,NA,NA
50847,97,3,NA,NA
50848,82,1,NA,NA
50849,809,3,5,1
50850,457,2,4,1
50851,265,2,3,6
50852,238,5,NA,NA
50853,102,1,NA,NA
50854,188,3,NA,NA
50855,789,4,5,1
50856,598,3,3,3
50857,917,4,1,1
