SEQN,RIDAGEMN,RIDRETH1,DMDEDUC2,DMDMARTL
44984,NA,2,3,2
44985,14,4,NA,NA
44986,859,3,5,1
44987,922,3,4,2
44988,951,3,4,1
44989,324,2,1,5
44990,330,3,4,6
44991,364,4,3,5
44992,103,1,NA,NA
44993,471,3,3,6
44994,171,5,NA,NA
44995,409,3,3,1
44996,501,2,3,1
44997,123,1,NA,NA
44998,557,2,4,1
44999,104,1,NA,NA
45000,33,2,NA,NA
45001,210,1,NA,NA
45002,451,3,2,5
45003,NA,3,3,2
45004,233,4,NA,NA
45005,472,4,5,3
45006,590,4,4,3
45007,27,3,NA,NA
45008,20,3,NA,NA
45009,730,3,2,1
45010,376,3,5,5
45011,216,3,NA,NA
45012,539,3,5,1
45013,806,3,3,1
45014,427,2,4,3
45015,221,3,NA,NA
45016,24,3,NA,NA
45017,3,3,NA,NA
45018,861,4,2,1
45019,484,4,2,5
45020,718,3,5,5
45021,131,3,NA,NA
45022,437,3,4,1
45023,634,3,3,1
45024,19,1,NA,NA
45025,810,3,2,3
45026,88,3,NA,NA
45027,237,4,NA,NA
45028,732,3,5,1
45029,824,1,1,1
45030,5,3,NA,NA
45031,608,1,4,3
45032,85,4,NA,NA
45033,440,3,4,1
45034,571,3,2,1
45035,544,4,4,5
45036,513,3,5,6
45037,415,4,2,5
45038,35,3,NA,NA
45039,201,1,NA,NA
45040,118,1,NA,NA
45041,7,3,NA,NA
45042,84,3,NA,NA
45043,105,3,NA,NA
45044,506,3,1,3
45045,540,2,3,1
45046,161,3,NA,NA
45047,54,3,NA,NA
45048,195,3,NA,NA
45049,912,3,4,1
45050,346,3,3,6
45051,684,4,4,1
45052,489,3,4,3
45053,305,3,3,5
45054,288,1,4,6
45055,152,2,NA,NA
45056,726,3,2,5
45057,950,1,5,1
45058,459,3,4,1
45059,933,2,2,2
45060,803,3,3,1
45061,526,3,3,3
45062,NA,3,4,2
45063,358,1,4,3
45064,539,2,5,6
45065,900,2,2,1
45066,144,4,NA,NA
45067,411,1,5,6
45068,9,3,NA,NA
45069,204,1,NA,NA
45070,285,4,2,5
45071,139,3,NA,NA
45072,677,2,5,1
45073,388,3,3,1
45074,279,3,4,6
45075,79,3,NA,NA
45076,54,4,NA,NA
45077,15,1,NA,NA
45078,942,3,4,3
45079,176,1,NA,NA
45080,21,4,NA,NA
45081,424,3,4,1
45082,223,3,NA,NA
45083,826,2,4,1
45084,522,1,4,5
45085,456,5,2,1
45086,132,1,NA,NA
45087,756,5,5,3
45088,881,3,4,1
45089,954,3,1,1
45090,233,5,NA,NA
45091,104,4,NA,NA
45092,334,1,2,1
45093,105,3,NA,NA
45094,177,3,NA,NA
45095,187,4,NA,NA
45096,703,3,4,1
45097,268,4,3,1
45098,17,4,NA,NA
45099,847,4,3,3
45100,379,2,3,1
45101,319,1,1,5
45102,179,3,NA,NA
45103,491,3,3,1
45104,420,1,5,6
45105,108,2,NA,NA
45106,1,3,NA,NA
45107,484,4,4,6
45108,13,1,NA,NA
45109,762,1,4,1
45110,633,1,4,1
45111,27,1,NA,NA
45112,84,3,NA,NA
45113,937,3,4,1
45114,NA,3,5,1
45115,1,4,NA,NA
45116,517,1,5,1
45117,71,5,NA,NA
45118,934,3,3,2
45119,870,3,4,1
45120,218,1,NA,NA
45121,140,1,NA,NA
45122,137,1,NA,NA
45123,NA,3,5,1
45124,794,4,3,1
45125,319,1,4,1
45126,206,1,NA,NA
45127,28,1,NA,NA
45128,48,4,NA,NA
45129,257,4,4,5
45130,19,1,NA,NA
45131,496,3,3,1
45132,534,4,2,1
45133,108,1,NA,NA
45134,10,3,NA,NA
45135,346,3,3,1
45136,141,4,NA,NA
45137,614,4,2,1
45138,388,3,4,1
45139,377,4,3,5
45140,51,3,NA,NA
45141,380,3,4,6
45142,736,3,2,3
45143,44,2,NA,NA
45144,554,2,4,1
45145,640,3,3,1
45146,NA,3,1,1
45147,867,1,3,4
45148,0,1,NA,NA
45149,144,4,NA,NA
45150,722,2,3,2
45151,673,5,1,3
45152,769,2,1,2
45153,762,3,4,5
45154,20,2,NA,NA
45155,741,3,2,3
45156,261,4,3,5
45157,593,1,1,1
45158,458,4,4,1
45159,257,1,4,5
45160,377,4,4,1
45161,32,1,NA,NA
45162,313,1,4,3
45163,305,1,2,1
45164,140,3,NA,NA
45165,712,4,2,1
45166,NA,2,4,1
45167,149,3,NA,NA
45168,76,3,NA,NA
45169,720,3,4,1
45170,4,3,NA,NA
45171,735,3,4,1
45172,878,3,3,1
45173,108,4,NA,NA
45174,895,3,3,1
45175,242,1,2,6
45176,790,3,2,4
45177,75,1,NA,NA
45178,227,1,NA,NA
45179,765,3,4,1
45180,365,2,2,1
45181,NA,3,5,1
45182,26,1,NA,NA
45183,62,1,NA,NA
45184,50,4,NA,NA
45185,839,3,4,1
45186,756,4,4,1
45187,640,4,2,1
45188,459,4,4,5
45189,177,5,NA,NA
45190,721,4,4,3
45191,127,1,NA,NA
45192,93,2,NA,NA
45193,19,5,NA,NA
45194,489,3,3,5
45195,109,3,NA,NA
45196,335,1,1,5
45197,552,3,4,1
45198,190,4,NA,NA
45199,10,3,NA,NA
45200,520,4,4,4
45201,298,1,4,1
45202,NA,3,5,2
45203,143,4,NA,NA
45204,867,3,5,1
45205,16,4,NA,NA
45206,137,2,NA,NA
45207,526,1,2,6
45208,NA,3,3,2
45209,744,2,1,1
45210,51,3,NA,NA
45211,NA,3,3,1
45212,502,3,5,1
45213,234,5,NA,NA
45214,221,3,NA,NA
45215,852,3,4,1
45216,494,3,2,3
45217,415,3,5,1
45218,198,1,NA,NA
45219,695,1,4,3
45220,128,3,NA,NA
45221,136,4,NA,NA
45222,468,3,3,1
45223,739,4,2,3
45224,7,3,NA,NA
45225,708,3,3,1
45226,415,1,2,1
45227,56,3,NA,NA
45228,63,3,NA,NA
45229,818,4,2,1
45230,157,3,NA,NA
45231,395,3,3,1
45232,69,4,NA,NA
45233,616,3,3,2
45234,621,4,4,3
45235,395,4,3,1
45236,405,3,5,1
45237,538,1,1,1
45238,1,1,NA,NA
45239,358,4,5,5
45240,43,3,NA,NA
45241,225,4,NA,NA
45242,186,1,NA,NA
45243,916,3,2,2
45244,9,1,NA,NA
45245,939,4,2,2
45246,108,5,NA,NA
45247,746,3,5,1
45248,254,1,2,5
45249,359,3,2,1
45250,71,4,NA,NA
45251,6,3,NA,NA
45252,NA,3,2,2
45253,316,1,2,1
45254,185,3,NA,NA
45255,804,3,2,1
45256,314,1,5,5
45257,947,3,5,5
45258,NA,5,4,2
45259,86,3,NA,NA
45260,52,3,NA,NA
45261,509,1,2,1
45262,742,4,4,1
45263,69,3,NA,NA
45264,604,1,1,6
45265,238,3,NA,NA
45266,197,2,NA,NA
45267,834,3,5,1
45268,513,1,2,4
45269,213,4,NA,NA
45270,739,3,5,1
45271,566,4,4,3
45272,164,5,NA,NA
45273,608,4,5,3
45274,7,3,NA,NA
45275,187,2,NA,NA
45276,491,1,4,1
45277,841,3,4,1
45278,838,3,4,1
45279,226,4,NA,NA
45280,460,3,2,5
45281,771,3,1,3
45282,894,3,3,3
45283,268,1,3,5
45284,641,5,4,3
45285,799,3,2,3
45286,697,3,5,1
45287,456,3,4,1
45288,208,3,NA,NA
45289,149,1,NA,NA
45290,191,3,NA,NA
45291,267,4,2,1
45292,110,1,NA,NA
45293,922,1,3,4
45294,10,3,NA,NA
45295,889,3,5,1
45296,518,2,4,3
45297,235,4,NA,NA
45298,809,3,2,1
45299,722,4,4,1
45300,292,3,5,5
45301,202,2,NA,NA
45302,815,3,4,1
45303,550,3,3,1
45304,204,5,NA,NA
45305,52,1,NA,NA
45306,410,3,5,1
45307,144,1,NA,NA
45308,737,1,1,1
45309,751,1,2,3
45310,567,4,3,5
45311,827,4,2,1
45312,385,1,1,1
45313,619,1,2,1
45314,NA,3,4,2
45315,250,3,4,5
45316,461,3,5,5
45317,518,1,3,1
45318,566,3,4,3
45319,727,3,5,1
45320,555,4,4,4
45321,335,4,4,1
45322,151,4,NA,NA
45323,189,4,NA,NA
45324,328,1,4,1
45325,99,1,NA,NA
45326,941,3,3,2
45327,3,3,NA,NA
45328,282,4,5,1
45329,32,3,NA,NA
45330,377,4,3,6
45331,177,4,NA,NA
45332,382,4,5,5
45333,686,3,3,1
45334,854,4,1,2
45335,275,3,4,5
45336,143,3,NA,NA
45337,409,4,2,6
45338,516,5,2,1
45339,118,4,NA,NA
45340,937,2,2,1
45341,11,1,NA,NA
45342,220,2,NA,NA
45343,938,3,5,1
45344,411,3,4,1
45345,123,3,NA,NA
45346,64,4,NA,NA
45347,874,4,2,3
45348,814,3,5,3
45349,386,1,2,5
45350,404,3,5,1
45351,920,2,5,2
45352,23,4,NA,NA
45353,16,1,NA,NA
45354,38,5,NA,NA
45355,439,3,5,1
45356,883,1,1,2
45357,265,4,3,5
45358,321,3,3,6
45359,225,3,NA,NA
45360,759,3,3,2
45361,16,5,NA,NA
45362,105,4,NA,NA
45363,681,4,5,1
45364,131,3,NA,NA
45365,631,3,4,1
45366,900,4,2,2
45367,743,1,1,4
45368,604,2,2,5
45369,NA,3,4,1
45370,616,1,1,1
45371,629,2,2,6
45372,406,2,3,1
45373,4,3,NA,NA
45374,260,1,2,5
45375,613,2,4,3
45376,32,3,NA,NA
45377,185,1,NA,NA
45378,120,2,NA,NA
45379,112,1,NA,NA
45380,550,3,3,3
45381,149,3,NA,NA
45382,218,4,NA,NA
45383,325,1,1,5
45384,41,1,NA,NA
45385,120,3,NA,NA
45386,21,1,NA,NA
45387,NA,3,5,2
45388,213,2,NA,NA
45389,106,1,NA,NA
45390,253,1,4,5
45391,946,4,3,3
45392,679,3,3,1
45393,719,3,3,4
45394,193,3,NA,NA
45395,153,2,NA,NA
45396,103,3,NA,NA
45397,19,5,NA,NA
45398,203,4,NA,NA
45399,8,1,NA,NA
45400,322,3,2,6
45401,678,3,3,1
45402,283,1,1,6
45403,350,3,4,1
45404,NA,3,2,2
45405,296,4,5,5
45406,NA,2,1,1
45407,NA,3,2,2
45408,13,1,NA,NA
45409,854,4,4,1
45410,609,4,4,1
45411,385,1,2,1
45412,297,5,5,5
45413,18,3,NA,NA
45414,214,1,NA,NA
45415,205,3,NA,NA
45416,471,3,3,3
45417,NA,4,2,1
45418,450,4,3,5
45419,109,1,NA,NA
45420,923,3,4,1
45421,832,1,3,1
45422,900,3,3,1
45423,5,3,NA,NA
45424,46,1,NA,NA
45425,930,4,3,1
45426,326,1,3,6
45427,192,3,NA,NA
45428,99,1,NA,NA
45429,470,3,4,1
45430,444,1,2,1
45431,789,3,5,1
45432,156,5,NA,NA
45433,597,3,4,1
45434,271,3,3,5
45435,811,3,5,3
45436,119,4,NA,NA
45437,737,1,1,2
45438,100,1,NA,NA
45439,526,3,4,1
45440,107,5,NA,NA
45441,268,3,4,5
45442,10,3,NA,NA
45443,518,4,4,4
45444,884,3,3,1
45445,939,3,1,2
45446,275,1,3,1
45447,911,3,1,2
45448,189,3,NA,NA
45449,178,4,NA,NA
45450,567,4,5,3
45451,909,3,3,2
45452,435,2,3,3
45453,103,4,NA,NA
45454,0,4,NA,NA
45455,151,2,NA,NA
45456,82,4,NA,NA
45457,946,3,3,1
45458,619,3,4,1
45459,81,1,NA,NA
45460,162,4,NA,NA
45461,268,3,3,6
45462,837,3,3,1
45463,734,1,1,1
45464,236,1,NA,NA
45465,753,4,2,6
45466,1,1,NA,NA
45467,344,4,2,1
45468,NA,3,3,1
45469,89,1,NA,NA
45470,672,4,4,1
45471,651,3,4,1
45472,931,2,1,1
45473,461,2,1,5
45474,233,4,NA,NA
45475,441,3,2,1
45476,788,3,3,1
45477,678,2,2,1
45478,16,3,NA,NA
45479,174,3,NA,NA
45480,27,3,NA,NA
45481,70,5,NA,NA
45482,891,1,1,1
45483,503,4,4,1
45484,425,2,2,4
45485,631,4,3,5
45486,822,4,1,2
45487,421,4,3,3
45488,NA,2,1,2
45489,59,1,NA,NA
45490,5,1,NA,NA
45491,942,3,1,1
45492,939,1,1,3
45493,94,4,NA,NA
45494,128,1,NA,NA
45495,195,1,NA,NA
45496,814,3,4,1
45497,656,2,1,5
45498,66,3,NA,NA
45499,886,3,4,2
45500,NA,3,3,1
45501,571,3,4,5
45502,95,3,NA,NA
45503,153,1,NA,NA
45504,152,4,NA,NA
45505,612,3,5,3
45506,38,4,NA,NA
45507,841,3,1,2
45508,36,3,NA,NA
45509,89,4,NA,NA
45510,361,1,3,5
45511,59,5,NA,NA
45512,128,3,NA,NA
45513,18,2,NA,NA
45514,70,1,NA,NA
45515,229,5,NA,NA
45516,128,4,NA,NA
45517,61,4,NA,NA
45518,434,4,4,3
45519,659,3,5,1
45520,943,3,2,1
45521,484,1,2,5
45522,359,2,4,1
45523,853,4,5,2
45524,105,1,NA,NA
45525,218,3,NA,NA
45526,400,3,2,1
45527,12,2,NA,NA
45528,1,3,NA,NA
45529,599,1,3,6
45530,601,4,5,3
45531,293,1,3,6
45532,101,3,NA,NA
45533,124,3,NA,NA
45534,666,4,4,6
45535,913,3,1,2
45536,918,2,2,1
45537,90,1,NA,NA
45538,91,1,NA,NA
45539,890,3,4,2
45540,232,2,NA,NA
45541,196,3,NA,NA
45542,462,4,3,5
45543,117,4,NA,NA
45544,498,4,2,4
45545,49,1,NA,NA
45546,12,1,NA,NA
45547,NA,1,1,1
45548,402,4,4,1
45549,603,3,3,1
45550,717,3,3,1
45551,98,1,NA,NA
45552,73,3,NA,NA
45553,816,3,4,1
45554,108,4,NA,NA
45555,203,3,NA,NA
45556,678,3,4,1
45557,197,3,NA,NA
45558,881,2,1,1
45559,470,3,1,1
45560,92,3,NA,NA
45561,959,3,3,2
45562,89,3,NA,NA
45563,200,3,NA,NA
45564,508,1,3,1
45565,235,2,NA,NA
45566,127,4,NA,NA
45567,67,3,NA,NA
45568,704,3,3,1
45569,359,1,4,1
45570,118,1,NA,NA
45571,43,4,NA,NA
45572,200,4,NA,NA
45573,635,3,4,1
45574,97,1,NA,NA
45575,270,3,4,5
45576,33,2,NA,NA
45577,505,4,2,3
45578,182,3,NA,NA
45579,6,3,NA,NA
45580,164,2,NA,NA
45581,25,4,NA,NA
45582,31,5,NA,NA
45583,439,1,5,1
45584,8,4,NA,NA
45585,33,1,NA,NA
45586,462,4,4,3
45587,89,1,NA,NA
45588,956,3,2,2
45589,6,3,NA,NA
45590,317,2,3,1
45591,411,4,2,1
45592,3,1,NA,NA
45593,607,3,2,3
45594,944,3,5,1
45595,229,4,NA,NA
45596,NA,4,5,4
45597,169,4,NA,NA
45598,80,4,NA,NA
45599,10,3,NA,NA
45600,124,1,NA,NA
45601,NA,3,4,2
45602,52,3,NA,NA
45603,740,4,1,1
45604,297,1,3,5
45605,460,3,2,1
45606,361,1,1,1
45607,779,2,3,3
45608,1,2,NA,NA
45609,579,3,4,1
45610,506,4,4,3
45611,169,3,NA,NA
45612,824,4,2,2
45613,282,1,1,1
45614,56,3,NA,NA
45615,545,3,4,1
45616,479,3,5,1
45617,27,4,NA,NA
45618,99,1,NA,NA
45619,174,4,NA,NA
45620,80,4,NA,NA
45621,944,3,5,1
45622,158,1,NA,NA
45623,621,4,3,3
45624,859,3,5,1
45625,917,2,3,6
45626,58,4,NA,NA
45627,458,5,4,1
45628,828,1,1,3
45629,49,3,NA,NA
45630,301,3,5,5
45631,581,2,2,3
45632,914,3,3,1
45633,0,3,NA,NA
45634,368,4,3,5
45635,185,5,NA,NA
45636,75,1,NA,NA
45637,83,3,NA,NA
45638,439,4,2,5
45639,81,1,NA,NA
45640,880,4,3,5
45641,746,5,5,1
45642,127,4,NA,NA
45643,197,4,NA,NA
45644,50,2,NA,NA
45645,567,3,5,1
45646,632,4,3,1
45647,99,4,NA,NA
45648,750,4,1,3
45649,876,3,4,3
45650,67,5,NA,NA
45651,205,2,NA,NA
45652,30,1,NA,NA
45653,553,4,4,4
45654,511,3,4,1
45655,60,4,NA,NA
45656,34,3,NA,NA
45657,442,1,5,1
45658,694,2,1,1
45659,326,2,3,1
45660,781,3,3,1
45661,105,3,NA,NA
45662,507,3,3,1
45663,553,1,2,3
45664,864,3,3,3
45665,201,3,NA,NA
45666,96,3,NA,NA
45667,58,1,NA,NA
45668,43,3,NA,NA
45669,103,4,NA,NA
45670,72,2,NA,NA
45671,757,2,2,4
45672,230,3,NA,NA
45673,400,1,3,1
45674,560,1,4,4
45675,665,2,1,1
45676,80,1,NA,NA
45677,201,1,NA,NA
45678,799,3,4,1
45679,136,3,NA,NA
45680,148,4,NA,NA
45681,256,2,2,5
45682,96,1,NA,NA
45683,48,3,NA,NA
45684,663,3,4,1
45685,878,4,2,1
45686,142,1,NA,NA
45687,130,1,NA,NA
45688,NA,3,5,2
45689,11,1,NA,NA
45690,462,1,4,1
45691,725,3,5,1
45692,532,2,3,6
45693,130,2,NA,NA
45694,401,3,5,1
45695,382,3,5,1
45696,87,2,NA,NA
45697,662,4,2,5
45698,422,4,2,6
45699,471,3,5,1
45700,60,3,NA,NA
45701,918,3,2,2
45702,411,2,1,1
45703,795,3,2,1
45704,105,1,NA,NA
45705,677,3,3,1
45706,784,4,5,1
45707,60,3,NA,NA
45708,351,3,2,5
45709,153,4,NA,NA
45710,842,2,4,3
45711,56,1,NA,NA
45712,828,4,2,1
45713,125,4,NA,NA
45714,235,1,NA,NA
45715,327,4,4,1
45716,11,3,NA,NA
45717,552,3,3,6
45718,234,3,NA,NA
45719,34,1,NA,NA
45720,507,4,2,5
45721,377,4,2,3
45722,374,1,3,1
45723,541,4,5,1
45724,878,4,4,2
45725,43,1,NA,NA
45726,154,1,NA,NA
45727,527,3,4,1
45728,745,3,4,1
45729,39,4,NA,NA
45730,367,1,5,5
45731,18,3,NA,NA
45732,14,3,NA,NA
45733,715,4,4,2
45734,748,4,3,1
45735,219,4,NA,NA
45736,1,1,NA,NA
45737,194,2,NA,NA
45738,310,2,4,3
45739,154,4,NA,NA
45740,56,2,NA,NA
45741,522,3,5,3
45742,187,4,NA,NA
45743,52,3,NA,NA
45744,508,3,5,1
45745,144,1,NA,NA
45746,734,4,2,5
45747,128,2,NA,NA
45748,724,3,5,1
45749,80,1,NA,NA
45750,551,1,5,4
45751,544,2,2,1
45752,24,3,NA,NA
45753,812,4,5,3
45754,784,3,5,1
45755,689,4,5,5
45756,795,3,5,1
45757,412,3,4,5
45758,452,4,4,1
45759,361,1,1,6
45760,52,1,NA,NA
45761,204,4,NA,NA
45762,112,3,NA,NA
45763,653,4,2,1
45764,NA,3,4,1
45765,249,2,4,5
45766,506,3,4,3
45767,649,1,3,1
45768,NA,3,3,1
45769,171,3,NA,NA
45770,127,3,NA,NA
45771,327,5,2,5
45772,629,3,2,3
45773,29,4,NA,NA
45774,4,1,NA,NA
45775,511,5,2,3
45776,31,1,NA,NA
45777,805,3,5,3
45778,466,5,5,1
45779,53,1,NA,NA
45780,76,4,NA,NA
45781,98,1,NA,NA
45782,555,3,5,6
45783,8,1,NA,NA
45784,434,2,5,1
45785,413,4,2,6
45786,504,4,3,1
45787,793,3,5,1
45788,772,2,5,1
45789,145,4,NA,NA
45790,614,5,3,1
45791,156,4,NA,NA
45792,231,3,NA,NA
45793,412,1,2,4
45794,20,3,NA,NA
45795,403,3,4,1
45796,507,3,4,1
45797,18,2,NA,NA
45798,23,2,NA,NA
45799,435,1,2,1
45800,22,3,NA,NA
45801,NA,2,1,2
45802,112,2,NA,NA
45803,647,2,5,3
45804,NA,3,3,1
45805,372,3,5,4
45806,776,3,3,1
45807,1,3,NA,NA
45808,NA,3,5,2
45809,353,3,1,1
45810,459,3,2,1
45811,641,2,2,1
45812,349,3,3,6
45813,484,2,2,1
45814,62,4,NA,NA
45815,804,3,1,1
45816,668,4,4,1
45817,814,1,1,2
45818,352,4,4,5
45819,763,4,1,2
45820,212,3,NA,NA
45821,466,2,2,1
45822,237,1,NA,NA
45823,936,5,5,2
45824,786,5,5,1
45825,258,4,3,5
45826,749,3,4,1
45827,348,4,5,6
45828,843,3,4,6
45829,NA,3,3,1
45830,168,4,NA,NA
45831,755,4,2,2
45832,530,3,3,1
45833,NA,3,2,2
45834,874,3,5,3
45835,645,2,3,1
45836,626,3,4,1
45837,470,4,2,5
45838,745,3,4,1
45839,534,3,3,1
45840,591,4,5,1
45841,10,1,NA,NA
45842,NA,4,5,2
45843,125,4,NA,NA
45844,68,1,NA,NA
45845,907,3,4,1
45846,722,2,1,1
45847,97,3,NA,NA
45848,474,4,4,1
45849,4,4,NA,NA
45850,640,5,1,1
45851,668,4,2,1
45852,63,1,NA,NA
45853,657,1,1,1
45854,127,3,NA,NA
45855,236,2,NA,NA
45856,664,3,3,3
45857,NA,4,3,2
45858,589,4,2,5
45859,205,4,NA,NA
45860,40,5,NA,NA
45861,369,3,2,1
45862,25,5,NA,NA
45863,64,1,NA,NA
45864,57,3,NA,NA
45865,97,2,NA,NA
45866,294,4,2,5
45867,450,2,3,5
45868,472,3,4,1
45869,557,2,1,1
45870,1,1,NA,NA
45871,930,1,1,1
45872,267,2,2,5
45873,140,2,NA,NA
45874,263,4,2,5
45875,34,4,NA,NA
45876,13,2,NA,NA
45877,17,1,NA,NA
45878,621,2,2,1
45879,201,4,NA,NA
45880,182,1,NA,NA
45881,391,2,1,5
45882,805,3,4,1
45883,787,2,3,1
45884,919,1,1,1
45885,549,3,5,3
45886,883,3,1,1
45887,594,3,2,1
45888,121,3,NA,NA
45889,811,1,2,1
45890,857,4,1,1
45891,675,4,1,1
45892,26,1,NA,NA
45893,158,2,NA,NA
45894,726,3,4,1
45895,42,2,NA,NA
45896,604,3,4,1
45897,11,4,NA,NA
45898,174,2,NA,NA
45899,38,4,NA,NA
45900,354,4,4,1
45901,522,4,5,6
45902,477,3,4,1
45903,854,3,4,1
45904,19,1,NA,NA
45905,824,1,1,2
45906,41,3,NA,NA
45907,493,3,4,3
45908,195,2,NA,NA
45909,NA,3,3,2
45910,661,4,2,3
45911,655,1,1,4
45912,15,4,NA,NA
45913,19,3,NA,NA
45914,192,4,NA,NA
45915,125,3,NA,NA
45916,401,3,1,1
45917,143,4,NA,NA
45918,749,4,2,1
45919,30,4,NA,NA
45920,175,4,NA,NA
45921,16,5,NA,NA
45922,761,1,1,1
45923,240,1,4,5
45924,289,1,3,5
45925,827,5,5,1
45926,633,3,4,3
45927,542,3,3,1
45928,884,4,4,2
45929,556,4,4,3
45930,72,4,NA,NA
45931,35,5,NA,NA
45932,6,4,NA,NA
45933,766,3,4,1
45934,205,1,NA,NA
45935,45,3,NA,NA
45936,599,5,3,1
45937,323,4,5,3
45938,183,3,NA,NA
45939,NA,3,4,1
45940,20,4,NA,NA
45941,269,3,4,5
45942,11,3,NA,NA
45943,691,4,2,1
45944,162,1,NA,NA
45945,463,3,3,6
45946,516,5,3,3
45947,16,3,NA,NA
45948,123,5,NA,NA
45949,565,3,3,1
45950,931,3,4,2
45951,701,2,3,1
45952,626,2,3,1
45953,NA,4,1,1
45954,168,3,NA,NA
45955,571,4,1,3
45956,190,2,NA,NA
45957,931,3,5,3
45958,50,1,NA,NA
45959,722,4,3,3
45960,764,4,4,1
45961,99,2,NA,NA
45962,585,3,3,4
45963,117,1,NA,NA
45964,352,3,3,1
45965,357,1,5,1
45966,641,4,4,3
45967,488,3,1,3
45968,837,4,3,2
45969,106,3,NA,NA
45970,520,3,4,1
45971,32,4,NA,NA
45972,585,3,2,3
45973,636,2,1,4
45974,502,1,3,1
45975,90,4,NA,NA
45976,211,1,NA,NA
45977,578,5,3,1
45978,159,3,NA,NA
45979,344,3,4,4
45980,5,4,NA,NA
45981,338,4,5,5
45982,NA,4,4,1
45983,178,1,NA,NA
45984,454,3,3,1
45985,475,4,5,1
45986,134,1,NA,NA
45987,815,3,3,1
45988,231,2,NA,NA
45989,NA,3,3,2
45990,632,3,3,1
45991,115,3,NA,NA
45992,909,3,1,2
45993,3,1,NA,NA
45994,570,5,4,1
45995,668,3,3,3
45996,151,4,NA,NA
45997,696,3,1,1
45998,941,1,1,1
45999,132,1,NA,NA
46000,376,3,3,1
46001,294,4,4,5
46002,86,4,NA,NA
46003,824,4,3,5
46004,370,3,2,1
46005,309,1,1,1
46006,894,3,5,1
46007,394,3,4,1
46008,17,2,NA,NA
46009,511,3,3,6
46010,146,1,NA,NA
46011,495,3,5,1
46012,8,2,NA,NA
46013,22,5,NA,NA
46014,2,4,NA,NA
46015,NA,1,1,2
46016,891,5,3,1
46017,614,5,3,1
46018,285,2,3,5
46019,791,2,4,1
46020,274,2,4,6
46021,751,1,5,1
46022,40,1,NA,NA
46023,325,4,2,6
46024,105,4,NA,NA
46025,216,4,NA,NA
46026,395,2,1,1
46027,734,3,5,1
46028,NA,3,3,5
46029,710,2,3,1
46030,10,3,NA,NA
46031,181,3,NA,NA
46032,7,2,NA,NA
46033,323,3,3,5
46034,484,3,4,1
46035,899,3,5,5
46036,NA,3,2,1
46037,832,2,2,5
46038,434,1,3,1
46039,3,2,NA,NA
46040,450,4,4,5
46041,29,2,NA,NA
46042,42,4,NA,NA
46043,484,4,4,5
46044,83,2,NA,NA
46045,117,1,NA,NA
46046,67,1,NA,NA
46047,661,1,4,1
46048,0,4,NA,NA
46049,241,4,3,5
46050,730,3,5,3
46051,NA,3,3,2
46052,97,5,NA,NA
46053,476,3,5,5
46054,78,3,NA,NA
46055,114,4,NA,NA
46056,80,4,NA,NA
46057,444,4,2,6
46058,359,3,5,6
46059,883,5,3,1
46060,249,2,2,5
46061,497,4,4,1
46062,0,1,NA,NA
46063,641,1,2,2
46064,139,3,NA,NA
46065,374,1,2,4
46066,56,3,NA,NA
46067,170,1,NA,NA
46068,NA,3,3,1
46069,894,3,3,1
46070,130,5,NA,NA
46071,142,3,NA,NA
46072,13,3,NA,NA
46073,217,2,NA,NA
46074,732,1,1,5
46075,682,1,4,5
46076,NA,3,3,1
46077,291,4,5,5
46078,NA,3,5,1
46079,222,4,NA,NA
46080,98,1,NA,NA
46081,814,1,2,2
46082,413,3,3,1
46083,255,3,3,5
46084,158,3,NA,NA
46085,813,3,4,1
46086,330,3,4,5
46087,684,2,2,1
46088,11,4,NA,NA
46089,30,3,NA,NA
46090,299,3,5,5
46091,382,4,5,1
46092,31,1,NA,NA
46093,396,4,4,6
46094,435,2,1,1
46095,776,1,2,1
46096,318,3,4,5
46097,889,3,1,1
46098,788,3,2,1
46099,77,3,NA,NA
46100,421,5,4,5
46101,789,4,2,1
46102,605,3,5,5
46103,459,4,5,6
46104,434,2,2,6
46105,58,1,NA,NA
46106,438,5,1,1
46107,127,3,NA,NA
46108,233,1,NA,NA
46109,372,3,5,1
46110,77,4,NA,NA
46111,778,4,5,1
46112,917,3,3,2
46113,18,5,NA,NA
46114,355,3,5,1
46115,147,4,NA,NA
46116,211,1,NA,NA
46117,235,1,NA,NA
46118,28,1,NA,NA
46119,167,2,NA,NA
46120,736,3,5,1
46121,106,4,NA,NA
46122,56,1,NA,NA
46123,831,3,1,1
46124,359,4,2,6
46125,327,1,3,1
46126,784,3,2,2
46127,309,3,5,5
46128,58,4,NA,NA
46129,773,2,2,2
46130,230,3,NA,NA
46131,44,1,NA,NA
46132,667,3,3,1
46133,122,5,NA,NA
46134,345,4,4,5
46135,483,2,1,1
46136,26,3,NA,NA
46137,628,3,1,5
46138,724,3,2,1
46139,88,5,NA,NA
46140,879,3,4,1
46141,752,2,3,1
46142,64,1,NA,NA
46143,419,4,5,3
46144,910,3,3,1
46145,NA,3,5,2
46146,161,3,NA,NA
46147,10,3,NA,NA
46148,873,3,3,1
46149,NA,3,3,1
46150,191,1,NA,NA
46151,249,3,4,5
46152,140,5,NA,NA
46153,294,4,2,6
46154,439,4,2,6
46155,105,4,NA,NA
46156,229,4,NA,NA
46157,26,2,NA,NA
46158,849,3,3,1
